rank,netrtg,adjt,luck,sos,sos_ooc,team,year
83,+9.15,62.9,+.025,+12.35,-5.97,Minnesota,2025
40,+17.95,68.8,-.004,+14.90,-5.33,Oklahoma,2025
33,+20.02,68.3,-.002,+15.11,+0.65,Mississippi St.,2025
65,+12.17,67.1,-.037,+12.81,-1.18,Kansas St.,2025
56,+14.74,63.4,-.066,+8.19,-6.34,Villanova,2025
72,+11.18,67.3,+.088,+8.52,-1.92,Wake Forest,2025
63,+13.50,66.5,-.068,+8.60,+3.76,Pittsburgh,2025
249,-6.89,69.6,+.064,-4.86,-3.11,Georgia Southern,2025
75,+10.54,68.0,-.068,+11.61,+3.06,Butler,2025
40,+17.95,68.8,-.004,+14.90,-5.33,Oklahoma,2025
19,+23.57,68.6,-.055,+13.34,-9.28,Missouri,2025
97,+6.91,72.0,+.078,+11.49,-3.07,Oklahoma St.,2025
12,+26.57,68.0,-.047,+14.53,+0.01,Wisconsin,2025
47,+16.90,67.6,-.067,+14.25,-8.10,Texas,2025
90,+8.49,68.5,-.029,+6.72,-11.49,Georgetown,2025
22,+23.34,68.1,+.013,+16.98,-0.55,Mississippi,2025
90,+8.49,68.5,-.029,+6.72,-11.49,Georgetown,2025
55,+14.86,66.1,-.055,+11.16,-4.92,Cincinnati,2025
19,+23.57,68.6,-.055,+13.34,-9.28,Missouri,2025
115,+4.22,68.4,+.026,+8.42,+2.58,Syracuse,2025
55,+14.86,66.1,-.055,+11.16,-4.92,Cincinnati,2025
54,+15.10,71.0,+.085,+6.51,+15.73,Memphis,2025
41,+17.78,72.5,-.002,+7.33,+5.42,New Mexico,2025
73,+11.03,68.9,-.027,+15.66,+8.13,Arizona St.,2025
90,+8.49,68.5,-.029,+6.72,-11.49,Georgetown,2025
106,+5.02,61.3,+.016,+8.44,+0.81,Virginia,2025
104,+5.79,67.9,+.011,+13.62,-4.30,Washington,2025
6,+30.34,75.3,+.036,+20.14,+12.62,Alabama,2025
45,+16.98,68.2,+.024,+14.13,+1.50,Indiana,2025
86,+8.82,66.7,+.030,+13.10,+2.81,TCU,2025
10,+27.07,69.6,-.028,+12.51,-10.46,Maryland,2025
88,+8.72,68.2,-.062,+14.03,-7.01,LSU,2025
93,+7.21,66.0,+.010,+5.73,+3.62,UNLV,2025
46,+16.98,67.8,+.017,+12.81,-2.92,Nebraska,2025
57,+14.39,68.6,-.057,+12.67,-1.97,USC,2025
164,-0.02,65.3,+.030,+6.80,-1.29,Virginia Tech,2025
106,+5.02,61.3,+.016,+8.44,+0.81,Virginia,2025
57,+14.39,68.6,-.057,+12.67,-1.97,USC,2025
10,+27.07,69.6,-.028,+12.51,-10.46,Maryland,2025
24,+22.94,68.6,-.034,+15.79,+8.86,Kansas,2025
97,+6.91,72.0,+.078,+11.49,-3.07,Oklahoma St.,2025
67,+11.95,72.2,+.047,+12.27,-1.17,UCF,2025
43,+17.19,69.2,-.016,+10.29,-1.10,Xavier,2025
21,+23.45,70.1,+.072,+16.57,+3.95,Michigan,2025
63,+13.50,66.5,-.068,+8.60,+3.76,Pittsburgh,2025
96,+6.93,66.5,-.097,+9.70,-0.65,Providence,2025
62,+13.56,69.8,-.037,+13.06,-8.36,Iowa,2025
12,+26.57,68.0,-.047,+14.53,+0.01,Wisconsin,2025
48,+16.23,69.5,+.010,+13.38,-6.82,Vanderbilt,2025
48,+16.23,69.5,+.010,+13.38,-6.82,Vanderbilt,2025
20,+23.46,65.0,-.019,+14.09,-5.15,UCLA,2025
24,+22.94,68.6,-.034,+15.79,+8.86,Kansas,2025
97,+6.91,72.0,+.078,+11.49,-3.07,Oklahoma St.,2025
47,+16.90,67.6,-.067,+14.25,-8.10,Texas,2025
10,+27.07,69.6,-.028,+12.51,-10.46,Maryland,2025
43,+17.19,69.2,-.016,+10.29,-1.10,Xavier,2025
125,+3.63,65.5,-.079,+6.80,-5.22,N.C. State,2025
31,+20.33,70.7,-.030,+12.57,+13.40,North Carolina,2025
66,+12.15,68.1,+.040,+3.40,-1.18,San Francisco,2025
89,+8.55,66.2,-.013,-4.15,+4.22,Lipscomb,2025
115,+4.22,68.4,+.026,+8.42,+2.58,Syracuse,2025
76,+10.50,69.1,-.063,+10.61,-9.60,Utah,2025
193,-2.61,67.7,-.130,+7.56,-2.20,Miami FL,2025
20,+23.46,65.0,-.019,+14.09,-5.15,UCLA,2025
97,+6.91,72.0,+.078,+11.49,-3.07,Oklahoma St.,2025
6,+30.34,75.3,+.036,+20.14,+12.62,Alabama,2025
101,+6.29,71.4,+.060,-3.03,-3.52,Grand Canyon,2025
46,+16.98,67.8,+.017,+12.81,-2.92,Nebraska,2025
42,+17.61,66.0,+.013,+6.55,+1.39,Colorado St.,2025
34,+19.53,66.3,-.054,+1.32,-4.12,VCU,2025
23,+23.22,64.6,-.046,+8.32,+3.67,Clemson,2025
35,+19.44,67.3,+.044,+12.52,+5.73,Creighton,2025
23,+23.22,64.6,-.046,+8.32,+3.67,Clemson,2025
96,+6.93,66.5,-.097,+9.70,-0.65,Providence,2025
262,-8.07,69.2,+.013,-3.21,-1.77,Georgia St.,2025
78,+9.76,64.0,-.093,+5.22,+2.00,Nevada,2025
91,+8.20,69.7,-.007,+6.24,-2.60,Florida St.,2025
121,+3.85,67.8,-.001,+3.43,-0.37,Saint Louis,2025
121,+3.85,67.8,-.001,+3.43,-0.37,Saint Louis,2025
88,+8.72,68.2,-.062,+14.03,-7.01,LSU,2025
153,+0.48,70.2,+.141,-2.80,+0.01,Charleston,2025
138,+2.27,65.0,-.050,+1.82,+1.39,Murray St.,2025
62,+13.56,69.8,-.037,+13.06,-8.36,Iowa,2025
12,+26.57,68.0,-.047,+14.53,+0.01,Wisconsin,2025
105,+5.28,65.9,+.049,-4.06,-5.14,UNC Wilmington,2025
42,+17.61,66.0,+.013,+6.55,+1.39,Colorado St.,2025
79,+9.46,64.9,+.063,+0.69,-5.47,George Mason,2025
44,+17.02,65.2,-.089,+13.07,-2.25,Northwestern,2025
37,+19.08,67.3,-.070,+15.21,+3.22,Ohio St.,2025
104,+5.79,67.9,+.011,+13.62,-4.30,Washington,2025
193,-2.61,67.7,-.130,+7.56,-2.20,Miami FL,2025
30,+20.83,64.6,-.036,+16.72,+7.93,Baylor,2025
28,+21.73,69.1,+.054,+10.57,+7.18,Louisville,2025
43,+17.19,69.2,-.016,+10.29,-1.10,Xavier,2025
38,+18.57,66.7,-.002,+14.18,-5.76,Georgia,2025
101,+6.29,71.4,+.060,-3.03,-3.52,Grand Canyon,2025
161,+0.21,71.9,+.034,+2.13,+1.99,Western Kentucky,2025
114,+4.24,64.3,-.034,+0.03,+4.88,Wofford,2025
185,-2.23,64.8,-.027,+4.76,-3.15,Wyoming,2025
161,+0.21,71.9,+.034,+2.13,+1.99,Western Kentucky,2025
151,+0.62,63.0,+.059,-2.13,+1.51,Radford,2025
49,+16.04,66.0,+.001,+6.60,+1.51,Boise St.,2025
152,+0.58,63.8,+.094,-2.15,+3.51,Towson,2025
202,-3.20,69.1,+.023,-7.32,+4.08,Southeast Missouri,2025
115,+4.22,68.4,+.026,+8.42,+2.58,Syracuse,2025
105,+5.28,65.9,+.049,-4.06,-5.14,UNC Wilmington,2025
101,+6.29,71.4,+.060,-3.03,-3.52,Grand Canyon,2025
4,+35.05,68.2,+.026,+19.63,+10.51,Auburn,2025
23,+23.22,64.6,-.046,+8.32,+3.67,Clemson,2025
125,+3.63,65.5,-.079,+6.80,-5.22,N.C. State,2025
83,+9.15,62.9,+.025,+12.35,-5.97,Minnesota,2025
45,+16.98,68.2,+.024,+14.13,+1.50,Indiana,2025
122,+3.83,67.4,-.039,+8.74,-9.46,DePaul,2025
69,+11.51,65.5,-.088,+14.55,-2.11,South Carolina,2025
329,-14.84,63.4,-.048,-4.90,-6.04,Coastal Carolina,2025
62,+13.56,69.8,-.037,+13.06,-8.36,Iowa,2025
72,+11.18,67.3,+.088,+8.52,-1.92,Wake Forest,2025
247,-6.62,63.9,-.026,+1.95,-2.98,Richmond,2025
236,-5.77,68.2,+.117,-1.95,+3.91,Toledo,2025
138,+2.27,65.0,-.050,+1.82,+1.39,Murray St.,2025
71,+11.30,61.0,-.012,+1.88,+1.90,North Texas,2025
170,-0.45,63.4,-.028,-3.11,+3.10,Appalachian St.,2025
51,+15.13,66.3,+.028,+9.20,+13.55,San Diego St.,2025
90,+8.49,68.5,-.029,+6.72,-11.49,Georgetown,2025
45,+16.98,68.2,+.024,+14.13,+1.50,Indiana,2025
193,-2.61,67.7,-.130,+7.56,-2.20,Miami FL,2025
138,+2.27,65.0,-.050,+1.82,+1.39,Murray St.,2025
91,+8.20,69.7,-.007,+6.24,-2.60,Florida St.,2025
96,+6.93,66.5,-.097,+9.70,-0.65,Providence,2025
204,-3.42,64.7,-.042,+10.00,-2.90,Seton Hall,2025
260,-7.96,68.3,+.014,-7.25,-2.88,Iona,2025
88,+8.72,68.2,-.062,+14.03,-7.01,LSU,2025
62,+13.56,69.8,-.037,+13.06,-8.36,Iowa,2025
131,+3.02,70.5,+.035,+3.02,+3.13,Kennesaw St.,2025
