rank,netrtg,adjt,luck,sos,sos_ooc,team,year
25,+18.77,67.4,-.042,+10.91,-3.13,Texas,2024
193,-1.62,71.7,+.041,-2.86,-1.64,Cornell,2022
352,-18.70,69.5,-.004,-1.67,-1.35,Evansville,2023
31,+16.89,59.1,+.071,+3.08,+1.23,North Texas,2023
321,-13.42,70.8,-.025,-7.50,-0.66,Little Rock,2023
335,-17.57,69.3,-.088,-1.56,+8.80,Kennesaw St.,2021
87,+9.26,68.2,+.049,+0.97,-4.18,South Florida,2024
99,+7.69,68.5,-.044,+2.59,-6.28,Saint Joseph's,2024
306,-12.66,69.2,-.035,+2.63,+0.99,Middle Tennessee,2021
216,-4.20,73.0,+.066,-6.29,+3.03,Tennessee Martin,2024
187,-1.19,71.1,+.036,-5.29,-0.94,Rider,2020
301,-10.98,68.9,+.019,-4.19,-10.43,Illinois Chicago,2023
31,+16.89,59.1,+.071,+3.08,+1.23,North Texas,2023
18,+19.35,64.9,+.051,+7.65,+1.77,Duke,2023
121,+5.09,65.6,-.024,+8.99,-3.27,Tulsa,2021
89,+8.39,67.1,+.036,-2.36,+6.77,Hofstra,2023
312,-13.20,68.7,-.020,-2.21,-8.18,UTSA,2022
305,-12.62,68.2,+.036,-0.78,+3.59,Troy,2021
24,+17.94,68.8,+.027,+7.30,-2.67,Miami FL,2023
191,-1.36,69.2,-.007,-1.97,-5.34,Saint Joseph's,2023
219,-3.99,68.6,-.024,+8.00,-2.35,Georgia,2022
214,-3.22,63.6,+.015,+6.59,-7.14,Oregon St.,2023
166,+0.26,64.5,+.015,-1.01,+7.01,Appalachian St.,2022
208,-3.92,68.6,+.071,+2.14,-6.06,Evansville,2024
120,+5.34,64.6,+.069,+14.50,-0.56,Butler,2021
37,+15.34,66.5,+.105,+9.77,+2.91,Wisconsin,2022
304,-11.06,67.6,-.022,+13.04,+1.61,DePaul,2024
331,-16.26,70.9,-.018,+1.85,+21.14,Central Arkansas,2021
199,-2.83,69.5,+.061,+5.59,+3.08,Saint Louis,2024
329,-16.03,71.3,-.001,+1.01,+0.14,UT Rio Grande Valley,2024
363,-29.52,72.4,-.024,-8.20,+5.79,LIU,2023
23,+18.65,70.2,+.005,+12.28,+2.40,Iowa,2020
27,+17.40,65.8,-.019,+8.52,+0.53,Kentucky,2023
323,-14.41,64.8,-.041,-7.88,-0.24,Lafayette,2022
30,+17.03,67.8,+.022,+10.69,-3.56,Indiana,2023
30,+16.48,65.1,-.054,+11.73,-2.04,Oklahoma,2022
74,+10.83,61.8,-.102,+5.86,+4.24,North Texas,2024
17,+20.00,65.0,+.023,+8.15,+4.11,Oregon,2020
100,+8.54,67.2,+.053,+12.76,+24.70,UCF,2021
66,+12.73,67.9,+.003,+10.29,+2.03,Xavier,2021
140,+2.83,71.2,-.057,+8.56,-3.49,Nebraska,2022
63,+12.73,67.1,-.080,+9.34,-7.27,Texas Tech,2023
102,+7.24,65.9,+.018,+0.25,+3.97,Saint Peter's,2022
139,+2.45,63.7,+.087,-2.70,-3.76,Southern Illinois,2023
211,-3.34,67.6,+.031,+0.98,+6.82,Penn,2022
347,-19.94,68.9,-.002,-3.74,+0.38,Charleston Southern,2022
71,+11.44,67.0,-.017,+9.16,-0.74,Boston College,2024
325,-14.89,67.5,-.093,-5.47,+2.72,Northwestern St.,2024
38,+17.48,67.4,+.027,+17.99,-5.69,Rutgers,2021
166,-0.39,69.1,+.010,-3.96,+2.21,Lipscomb,2024
8,+23.02,70.3,+.080,+8.26,+7.81,Gonzaga,2023
53,+14.53,68.0,+.051,+2.95,-1.34,Drake,2024
315,-13.25,68.3,-.038,-0.34,+6.25,Cal Poly,2020
239,-5.77,66.3,+.111,-3.03,-4.61,Siena,2022
154,+1.12,68.1,-.037,+3.51,+1.48,Wichita St.,2024
163,+0.34,68.8,-.022,+7.13,+14.82,Northern Iowa,2021
160,+0.65,62.0,+.046,-3.56,+4.03,Northern Kentucky,2023
4,+29.06,70.5,+.022,+18.17,+10.44,Illinois,2021
248,-6.49,68.4,-.043,-8.36,-8.60,Army,2023
81,+10.47,69.2,+.031,+5.23,+1.20,Ohio,2021
236,-5.57,67.4,+.042,-3.66,-4.16,Western Carolina,2023
81,+10.29,66.6,+.084,+8.70,+1.98,Vanderbilt,2023
63,+12.91,69.7,+.008,+14.96,+4.64,Georgetown,2021
103,+6.23,73.0,+.076,+1.58,-8.21,Tulane,2023
154,+0.86,70.5,+.076,-1.79,+4.62,Georgia St.,2021
277,-9.20,63.7,-.002,-4.29,+10.93,Jackson St.,2022
66,+11.83,68.7,-.072,+9.02,-5.96,UCF,2024
168,-0.10,67.0,+.056,+3.03,+15.12,Northeastern,2021
206,-3.85,68.8,-.001,+3.49,+0.62,Rhode Island,2024
61,+12.82,63.6,+.005,+10.57,+0.73,Wisconsin,2023
96,+7.99,67.2,-.090,+1.21,-2.27,Bradley,2022
302,-12.46,68.1,+.106,-0.79,+0.32,William & Mary,2021
4,+29.06,70.5,+.022,+18.17,+10.44,Illinois,2021
326,-15.12,65.4,+.090,-5.21,-3.65,Eastern Michigan,2024
119,+4.70,65.4,-.001,+10.32,+1.05,Butler,2023
275,-9.15,70.3,-.036,-6.19,-5.29,UMass Lowell,2020
69,+11.90,66.3,+.015,-1.77,-2.18,Drake,2023
44,+14.96,67.4,-.078,+9.53,-0.01,Michigan,2023
147,+1.25,63.0,-.057,+1.41,-10.69,Air Force,2023
224,-4.66,67.4,-.087,+0.57,+0.57,Pepperdine,2024
224,-4.40,66.9,-.010,-2.73,-4.83,Rider,2022
308,-11.32,62.9,+.055,-5.99,-7.57,Saint Peter's,2023
110,+5.68,66.9,+.002,-0.72,-0.07,Western Carolina,2024
76,+11.35,68.7,+.012,-3.28,+4.03,Iona,2023
21,+19.41,69.3,-.068,+11.19,+1.64,St. John's,2024
174,-0.56,74.8,+.085,-5.34,-7.97,Eastern Kentucky,2021
145,+1.79,66.7,-.137,+9.94,-1.29,Missouri,2024
130,+3.39,71.0,-.033,-3.45,+5.36,Buffalo,2022
185,-2.31,69.9,-.036,+9.33,-4.31,Louisville,2024
161,+0.57,66.5,-.003,+4.56,-3.40,Georgia Tech,2023
326,-15.12,65.4,+.090,-5.21,-3.65,Eastern Michigan,2024
172,-0.85,71.4,+.060,-7.03,-7.27,Quinnipiac,2024
108,+6.02,65.2,-.070,+7.43,-1.80,Mississippi,2022
70,+11.52,67.7,+.028,+11.49,+0.06,Kansas St.,2024
6,+25.72,67.5,-.043,+8.88,-2.72,Kentucky,2022
4,+27.04,67.4,+.004,+10.96,-1.89,Baylor,2022
35,+16.22,69.5,-.053,+8.80,-6.42,Illinois,2023
304,-12.55,69.1,-.047,-2.51,-99.00,Holy Cross,2021
237,-6.62,61.6,-.004,-6.45,+11.14,Mount St. Mary's,2021
156,+1.20,68.0,-.021,+6.42,-6.33,Georgia Tech,2022
40,+17.03,69.1,-.050,+19.38,+11.55,Penn St.,2021
192,-2.89,66.2,+.075,+4.76,-4.30,Southern Illinois,2021
242,-6.21,69.1,-.012,-8.29,-1.08,SIU Edwardsville,2023
128,+3.99,65.4,-.063,+3.87,+4.67,East Tennessee St.,2021
35,+15.56,70.6,-.001,+4.30,-9.39,Wake Forest,2022
2,+31.17,63.5,+.042,+11.57,-1.02,Houston,2024
156,+0.89,62.1,-.021,-1.48,+1.21,Missouri St.,2023
357,-25.72,64.7,-.000,-3.53,-2.12,Eastern Illinois,2022
121,+4.65,68.5,+.063,-0.99,+1.44,Eastern Washington,2023
7,+25.64,66.5,-.031,+10.98,-8.24,Texas Tech,2022
256,-7.21,68.5,+.120,-2.33,-0.26,North Alabama,2023
321,-13.42,70.8,-.025,-7.50,-0.66,Little Rock,2023
221,-3.79,64.2,+.042,+6.00,-3.27,South Carolina,2023
226,-4.46,68.9,+.043,+0.45,-3.98,George Washington,2022
315,-13.57,67.7,-.064,-3.34,+3.90,North Alabama,2022
106,+6.49,67.8,+.102,+4.78,+1.94,UAB,2024
173,-0.91,74.2,+.066,-1.60,+3.72,Bryant,2024
196,-1.58,65.1,+.064,-0.27,+4.86,Weber St.,2023
337,-17.47,68.1,-.016,-3.60,+3.08,Manhattan,2024
185,-2.31,69.9,-.036,+9.33,-4.31,Louisville,2024
65,+12.63,66.2,-.053,+0.16,+0.10,Yale,2023
219,-3.63,68.8,-.056,+8.72,-5.44,Georgetown,2023
63,+12.91,69.7,+.008,+14.96,+4.64,Georgetown,2021
68,+11.80,60.1,+.108,+9.07,-1.09,Virginia,2024
255,-8.09,71.8,-.044,-0.03,-1.35,Cal St. Fullerton,2021
87,+8.83,69.5,+.035,-3.09,-1.43,Toledo,2023
15,+21.90,65.8,-.016,+13.44,+3.36,Baylor,2024
205,-4.14,66.5,+.014,-1.59,-4.32,Elon,2021
289,-9.74,64.8,-.020,-4.85,-8.23,Illinois St.,2023
26,+17.02,65.9,+.014,+11.74,-5.00,TCU,2022
52,+14.44,65.7,+.043,+9.69,+0.63,Virginia Tech,2021
171,-0.14,69.9,-.120,+17.29,+4.15,Iowa St.,2021
120,+3.97,69.0,+.060,+0.21,+5.38,Hofstra,2022
298,-12.35,65.8,-.022,-0.50,+8.63,Towson,2021
62,+12.74,65.9,+.033,+6.98,+3.34,Nevada,2023
135,+2.89,68.6,-.012,+10.45,+1.82,DePaul,2023
41,+15.39,69.5,-.051,+9.75,-2.45,Iowa,2023
232,-6.35,63.5,-.030,-2.06,+2.49,Charleston,2021
250,-6.56,69.1,-.016,-2.32,+2.62,Northern Illinois,2023
230,-4.87,64.4,-.085,-3.57,-2.20,Mercer,2023
230,-5.10,63.7,+.070,-3.05,+1.99,Green Bay,2024
92,+8.89,72.6,-.068,+1.45,+0.58,Marshall,2021
332,-16.76,65.7,-.039,-5.13,+2.62,Tennessee Tech,2024
190,-2.55,68.1,+.052,-1.31,+5.15,Hofstra,2021
100,+7.30,68.5,+.025,-0.51,+0.48,Louisiana Tech,2022
52,+14.44,65.7,+.043,+9.69,+0.63,Virginia Tech,2021
211,-4.02,68.9,+.016,-4.03,+3.14,Eastern Kentucky,2024
77,+11.30,73.1,-.098,+3.27,+2.40,Buffalo,2021
140,+2.42,65.0,-.034,+0.88,-1.65,Davidson,2023
209,-3.94,66.2,+.035,-0.68,-2.40,Mercer,2024
14,+22.96,72.6,-.001,+14.71,+9.46,Alabama,2024
266,-7.85,67.0,-.025,-6.34,-5.61,Ball St.,2024
147,+1.47,65.5,+.026,+14.05,-1.47,Kansas St.,2021
86,+9.05,69.4,-.012,+5.12,-2.32,Wake Forest,2023
296,-11.29,68.2,+.074,-0.55,-2.74,Western Carolina,2022
190,-1.32,63.5,+.001,+0.17,-0.98,Texas St.,2023
187,-1.28,68.2,+.022,-6.25,+10.00,Texas Southern,2022
142,+2.27,67.6,+.066,-0.20,+2.82,Sam Houston St.,2024
18,+21.56,72.6,+.064,+12.69,-4.09,Arkansas,2021
107,+7.88,67.4,+.031,+3.13,+6.68,UC Irvine,2021
83,+10.40,67.4,-.007,+14.12,+7.66,Marquette,2021
16,+20.13,70.2,+.072,+9.90,+3.79,North Carolina,2022
106,+5.93,60.4,-.007,-0.62,-7.31,Charlotte,2023
99,+8.57,67.4,+.083,+4.32,+10.37,Western Kentucky,2021
38,+17.48,67.4,+.027,+17.99,-5.69,Rutgers,2021
205,-2.41,68.6,-.022,+6.09,+2.83,Florida St.,2023
39,+15.19,69.5,+.041,+4.78,-1.25,Wichita St.,2020
328,-15.18,66.7,+.075,-0.21,+3.90,Little Rock,2022
67,+12.37,65.8,-.011,+12.31,-1.44,Mississippi St.,2021
156,+1.20,68.0,-.021,+6.42,-6.33,Georgia Tech,2022
48,+15.41,70.0,-.024,+10.29,+5.52,Utah,2024
202,-3.25,70.0,+.011,-4.41,-2.54,Northern Colorado,2024
324,-14.36,70.1,+.037,-8.46,+9.06,Alcorn St.,2020
9,+25.09,73.3,+.020,+14.80,+9.45,Alabama,2021
224,-5.72,65.5,+.068,-8.56,+19.76,Wagner,2021
72,+11.65,70.2,+.110,-4.02,+7.06,Oral Roberts,2023
148,+1.47,70.9,-.097,+13.86,+12.89,Boston College,2021
66,+11.83,68.7,-.072,+9.02,-5.96,UCF,2024
184,-1.10,68.3,-.065,-2.92,+0.79,Chattanooga,2023
36,+16.04,64.3,-.003,+10.08,-4.90,Penn St.,2023
256,-8.19,67.4,-.078,+1.08,-5.63,Southern Miss,2021
108,+5.87,70.8,+.046,+9.60,+2.08,Arkansas,2024
219,-3.63,68.8,-.056,+8.72,-5.44,Georgetown,2023
275,-8.80,66.7,+.050,-4.64,-11.13,FIU,2022
114,+5.33,68.8,-.043,-3.91,-4.51,High Point,2024
325,-13.86,66.0,+.032,-6.75,-4.66,Loyola MD,2023
67,+12.37,65.8,-.011,+12.31,-1.44,Mississippi St.,2021
69,+11.58,65.5,+.027,+0.54,+3.14,Princeton,2024
39,+15.53,65.7,-.105,+7.80,-7.51,Rutgers,2023
82,+9.97,68.6,-.049,-0.05,+5.68,UC Irvine,2024
22,+18.05,69.6,-.042,+10.29,+3.24,Arkansas,2023
277,-8.46,65.1,+.148,-3.62,+3.06,Central Michigan,2024
52,+14.84,68.5,+.023,+0.17,-1.67,Grand Canyon,2024
123,+3.84,69.1,+.030,-1.88,+3.09,Stephen F. Austin,2022
153,+1.06,69.3,-.001,-2.84,-2.68,Lipscomb,2023
200,-3.83,68.5,-.012,+7.06,+5.97,La Salle,2021
246,-6.47,72.6,+.070,-0.27,-5.28,UT Rio Grande Valley,2023
274,-9.02,62.4,+.049,-8.29,-8.70,American,2023
249,-6.25,69.2,-.118,-6.42,-5.44,Mount St. Mary's,2024
15,+19.95,70.5,+.005,+10.42,+3.40,Xavier,2023
40,+14.85,64.7,-.020,+1.72,-1.98,Davidson,2022
276,-10.71,71.8,-.018,-6.93,-99.00,Bucknell,2021
224,-4.23,68.6,-.030,+2.23,-3.01,San Diego,2023
33,+15.91,69.2,+.103,+6.70,+1.38,Auburn,2020
55,+13.26,68.1,+.047,+8.40,+0.78,Arizona St.,2023
55,+14.27,66.3,+.102,+3.98,-8.21,Drake,2021
49,+14.97,68.1,-.148,+16.91,+15.29,Kentucky,2021
15,+20.88,63.8,-.043,+10.68,-8.15,Texas,2022
270,-8.54,63.3,-.103,+7.93,+0.86,California,2023
211,-2.75,72.1,+.004,+0.55,+5.82,Buffalo,2023
144,+1.44,66.2,+.061,-1.15,-2.04,George Mason,2023
170,-0.04,66.4,+.090,+3.96,-4.46,Boston College,2023
290,-9.85,66.4,-.035,+6.19,+1.57,Louisville,2023
176,-0.66,66.1,-.037,+5.30,+13.13,UNLV,2021
129,+3.75,67.0,+.124,+0.10,+5.08,Tarleton St.,2024
347,-19.69,67.2,+.003,-4.57,+5.26,Maryland Eastern Shore,2024
216,-5.05,69.8,-.010,-2.14,+0.69,Milwaukee,2021
227,-4.66,68.8,+.076,-0.97,-0.08,James Madison,2022
83,+10.40,67.4,-.007,+14.12,+7.66,Marquette,2021
233,-5.36,66.6,-.108,+8.12,+1.69,Oregon St.,2022
269,-7.98,72.8,+.037,-1.57,+5.26,Queens,2024
289,-9.98,68.9,-.010,-6.61,-0.79,Delaware St.,2024
245,-5.92,64.8,+.052,-3.32,+4.29,Austin Peay,2024
139,+2.84,64.6,-.033,+1.30,+10.84,North Dakota St.,2021
322,-14.21,66.6,-.037,-7.83,-1.67,St. Francis NY,2022
86,+9.31,65.1,-.005,+9.71,-1.05,TCU,2020
157,+1.18,66.5,-.040,-4.21,-1.69,South Alabama,2022
234,-5.43,66.3,+.101,-3.56,+9.64,Nicholls St.,2024
66,+12.73,67.9,+.003,+10.29,+2.03,Xavier,2021
5,+24.43,68.8,+.017,+11.91,-0.76,Texas,2023
248,-6.18,65.8,-.038,+5.08,-4.10,San Jose St.,2024
252,-6.63,67.6,+.028,-8.27,-8.29,UMBC,2023
335,-15.63,66.1,+.016,-6.56,+5.94,McNeese St.,2023
173,-0.17,66.2,-.177,-5.03,-3.47,Murray St.,2021
329,-14.48,65.2,-.002,-2.16,-3.33,Cal St. Northridge,2023
251,-6.57,69.5,+.084,-5.25,+4.59,Maryland Eastern Shore,2023
78,+11.10,67.6,-.010,+12.08,-8.58,Washington St.,2021
120,+4.65,62.5,+.046,+2.60,+2.60,Charlotte,2024
236,-5.57,67.4,+.042,-3.66,-4.16,Western Carolina,2023
107,+7.88,67.4,+.031,+3.13,+6.68,UC Irvine,2021
61,+12.60,68.6,-.027,+11.83,+2.05,Butler,2024
121,+3.89,63.9,+.008,+10.49,+2.00,Butler,2022
153,+1.09,69.9,-.048,+2.95,+5.01,VMI,2021
252,-6.83,65.0,-.015,+3.92,-3.53,South Florida,2022
278,-9.16,69.0,+.022,+1.60,-6.18,UTSA,2023
328,-15.18,66.7,+.075,-0.21,+3.90,Little Rock,2022
239,-5.57,67.8,+.048,-5.56,-5.50,Bowling Green,2024
23,+19.29,72.7,-.040,+8.94,-0.17,Kentucky,2024
65,+12.78,68.2,-.061,+9.22,+10.89,Richmond,2021
199,-2.83,69.5,+.061,+5.59,+3.08,Saint Louis,2024
16,+20.13,70.2,+.072,+9.90,+3.79,North Carolina,2022
182,-1.18,66.7,-.165,-3.83,+12.76,Gardner Webb,2021
63,+12.73,67.1,-.080,+9.34,-7.27,Texas Tech,2023
255,-8.09,71.8,-.044,-0.03,-1.35,Cal St. Fullerton,2021
187,-1.16,69.1,-.088,+3.66,+3.92,New Mexico St.,2023
145,+1.42,68.2,-.067,+0.54,-7.12,South Florida,2023
197,-2.78,67.5,+.033,-3.43,-1.07,Cleveland St.,2024
166,+0.40,64.8,-.066,+3.34,-3.95,Notre Dame,2023
355,-22.42,71.5,-.005,-3.11,+11.70,Houston Christian,2024
1,+36.48,73.8,+.022,+11.35,+6.21,Gonzaga,2021
187,-2.37,64.7,-.112,-0.08,-1.87,Loyola Marymount,2024
300,-10.93,65.8,-.057,-3.90,-6.69,Idaho,2023
176,-0.66,66.1,-.037,+5.30,+13.13,UNLV,2021
73,+11.14,61.8,-.052,+1.32,-4.07,Fresno St.,2022
216,-5.05,69.8,-.010,-2.14,+0.69,Milwaukee,2021
335,-15.63,66.1,+.016,-6.56,+5.94,McNeese St.,2023
341,-18.04,69.8,-.000,-4.09,-3.53,Hampton,2024
59,+13.70,67.6,+.010,+10.26,-2.06,Providence,2024
33,+18.95,72.4,+.038,+15.52,+5.81,Oklahoma St.,2021
192,-1.38,69.5,+.043,+1.40,-4.01,Pacific,2023
180,-1.93,66.5,+.037,+1.38,+7.12,Texas St.,2024
49,+14.97,68.1,-.148,+16.91,+15.29,Kentucky,2021
173,-0.14,67.5,+.052,+1.82,-3.94,Western Kentucky,2023
16,+20.13,70.2,+.072,+9.90,+3.79,North Carolina,2022
192,-2.50,66.7,-.021,+9.93,-7.21,Georgetown,2024
21,+18.51,70.1,+.035,+10.35,-3.05,Kansas St.,2023
111,+5.68,71.8,+.033,+2.47,+4.53,Southern Utah,2023
162,-0.10,67.7,+.000,+1.87,+7.07,Utah Valley,2024
98,+8.60,63.1,-.023,-4.82,+1.58,Liberty,2021
304,-11.06,67.6,-.022,+13.04,+1.61,DePaul,2024
59,+13.54,65.7,+.118,+13.29,+7.71,Louisville,2021
58,+13.06,66.2,-.057,+10.12,+2.49,Seton Hall,2023
177,-1.12,67.2,+.035,-2.64,-4.20,UC Davis,2024
134,+3.19,65.2,+.146,-1.10,+16.21,Morehead St.,2021
82,+10.28,73.3,-.013,+7.18,-7.58,St. John's,2023
188,-1.85,72.8,-.028,+0.26,-0.25,New Mexico,2019
350,-17.86,65.9,+.005,-5.62,+7.66,Alabama St.,2023
325,-14.89,67.5,-.093,-5.47,+2.72,Northwestern St.,2024
44,+14.96,67.4,-.078,+9.53,-0.01,Michigan,2023
55,+13.26,68.1,+.047,+8.40,+0.78,Arizona St.,2023
192,-1.59,67.0,+.082,-2.84,-4.27,Troy,2022
305,-12.62,68.2,+.036,-0.78,+3.59,Troy,2021
114,+5.33,68.8,-.043,-3.91,-4.51,High Point,2024
314,-13.00,64.0,-.004,-2.15,+2.62,Sacramento St.,2024
199,-2.43,64.7,-.122,-1.28,+2.63,Dartmouth,2022
178,-0.78,67.7,+.030,-5.67,-0.54,Iona,2021
112,+5.38,71.1,+.018,+1.95,+9.23,UT Arlington,2024
66,+12.73,67.9,+.003,+10.29,+2.03,Xavier,2021
281,-9.28,66.9,-.077,-1.68,-5.29,Georgia St.,2023
69,+12.26,73.4,+.014,+11.04,-2.94,St. John's,2021
11,+21.90,72.0,+.027,+8.32,+3.12,Arizona,2023
269,-10.05,68.4,-.003,-4.48,-0.50,Southeast Missouri St.,2021
306,-11.52,64.9,+.041,-5.23,+6.82,Southeastern Louisiana,2024
67,+12.11,64.3,-.079,+8.25,+4.50,Washington St.,2023
226,-4.86,67.1,-.045,-5.11,-0.52,Iona,2024
118,+5.40,71.6,-.057,+3.71,+0.22,Massachusetts,2021
329,-15.85,66.8,+.015,+2.76,-0.10,Cal Poly,2021
138,+3.01,67.8,+.019,+11.91,-7.27,Miami FL,2021
24,+17.23,69.9,-.028,+7.43,+4.46,Memphis,2022
71,+12.02,67.8,-.011,+10.91,-6.18,N.C. State,2021
123,+4.45,67.6,+.072,+11.25,+4.66,Georgia Tech,2024
154,+1.03,69.8,-.071,-0.98,-0.54,Coastal Carolina,2019
54,+14.40,63.2,+.144,+7.94,-5.83,South Carolina,2024
140,+2.81,66.6,+.089,+11.88,+0.60,TCU,2021
24,+19.03,67.6,+.014,+9.34,-1.47,Colorado,2024
116,+5.15,64.3,+.043,-5.27,+7.73,Morehead St.,2024
109,+7.76,71.8,-.128,+18.30,+5.60,Nebraska,2021
143,+2.18,64.1,-.083,+5.71,+0.48,Fresno St.,2023
281,-9.28,66.9,-.077,-1.68,-5.29,Georgia St.,2023
21,+18.65,68.6,-.052,+9.10,-1.21,LSU,2022
8,+23.02,70.3,+.080,+8.26,+7.81,Gonzaga,2023
95,+8.04,68.8,+.039,-3.93,+2.05,Toledo,2022
321,-13.99,65.0,-.019,-3.95,-2.31,Idaho,2024
239,-5.57,67.8,+.048,-5.56,-5.50,Bowling Green,2024
201,-2.52,65.5,+.095,-1.24,-0.27,Charlotte,2022
29,+17.04,64.1,-.033,+12.56,-1.36,Iowa St.,2023
,,,,,,St. Francis PA,2024
269,-8.54,67.1,-.027,-3.91,-0.42,North Dakota,2023
246,-6.56,63.3,-.036,-7.30,+0.27,Mount St. Mary's,2022
329,-16.03,71.3,-.001,+1.01,+0.14,UT Rio Grande Valley,2024
63,+12.73,67.1,-.080,+9.34,-7.27,Texas Tech,2023
304,-11.06,67.6,-.022,+13.04,+1.61,DePaul,2024
137,+2.56,69.6,+.121,-4.73,-13.35,Fordham,2023
234,-5.45,70.4,-.058,-8.66,-2.37,Howard,2022
78,+10.39,66.6,-.017,+8.35,-12.77,Minnesota,2024
291,-10.83,64.6,+.066,-2.16,+6.69,Austin Peay,2022
50,+15.03,66.8,+.087,+10.10,-1.47,Seton Hall,2024
227,-4.70,72.1,+.131,-4.81,+0.20,Milwaukee,2023
230,-5.10,63.7,+.070,-3.05,+1.99,Green Bay,2024
59,+12.67,65.4,-.018,+7.60,-2.33,Florida,2022
324,-13.81,64.6,-.058,-2.26,+0.58,Austin Peay,2023
14,+20.34,65.7,+.075,+9.58,+6.80,San Diego St.,2023
15,+19.95,70.5,+.005,+10.42,+3.40,Xavier,2023
144,+1.44,66.2,+.061,-1.15,-2.04,George Mason,2023
330,-15.42,71.2,-.060,-4.65,+6.27,Northwestern St.,2022
56,+13.06,70.9,+.021,+9.50,+4.04,Marquette,2022
64,+12.18,66.4,-.036,+4.07,+2.72,Bradley,2024
334,-15.50,67.1,+.036,-3.22,-2.04,Central Michigan,2023
129,+3.75,67.0,+.124,+0.10,+5.08,Tarleton St.,2024
138,+2.88,71.8,+.044,+1.50,-3.24,New Mexico,2020
290,-9.85,66.4,-.035,+6.19,+1.57,Louisville,2023
175,-0.64,67.0,-.109,+13.51,-17.91,Wake Forest,2021
116,+4.48,66.3,+.083,+3.71,-1.69,Temple,2022
107,+7.88,67.4,+.031,+3.13,+6.68,UC Irvine,2021
276,-9.03,65.9,+.030,-0.75,+0.72,UC San Diego,2023
70,+12.11,62.5,-.074,+6.91,+1.16,Davidson,2021
183,-1.01,69.5,-.048,+5.94,+3.48,SMU,2023
97,+7.94,67.3,+.005,+9.71,+8.35,Arizona St.,2022
237,-5.53,65.6,+.002,+5.22,-4.05,Fresno St.,2024
303,-12.51,67.3,-.053,-0.61,+8.17,Robert Morris,2021
343,-18.87,70.4,-.001,-5.93,+1.82,LIU,2024
117,+4.90,67.2,-.070,+9.14,-5.58,Oklahoma St.,2024
108,+6.02,65.2,-.070,+7.43,-1.80,Mississippi,2022
152,+1.13,65.2,+.133,-3.46,+3.98,UNC Wilmington,2023
33,+16.71,65.9,+.045,+7.30,-2.99,Texas A&M,2023
128,+3.55,66.9,-.076,+6.72,-3.18,N.C. State,2022
9,+22.85,69.2,+.082,+13.38,+6.59,Kansas,2023
179,-0.86,71.1,-.020,-5.02,-13.04,Coastal Carolina,2021
43,+16.04,69.8,-.049,+9.71,-8.39,TCU,2024
159,+0.78,66.3,+.002,-4.98,+0.04,Boston University,2020
42,+15.13,66.6,-.024,+9.06,+5.96,Oregon,2023
25,+20.33,66.1,+.010,+16.61,+5.71,Purdue,2021
217,-3.86,69.7,-.000,-5.21,+3.05,Eastern Washington,2022
248,-6.49,68.4,-.043,-8.36,-8.60,Army,2023
11,+23.58,66.7,-.012,+17.90,+3.47,Ohio St.,2021
154,+0.86,70.5,+.076,-1.79,+4.62,Georgia St.,2021
164,-0.21,68.2,+.083,-1.27,+3.33,UNC Asheville,2024
36,+16.04,64.3,-.003,+10.08,-4.90,Penn St.,2023
193,-1.62,71.7,+.041,-2.86,-1.64,Cornell,2022
110,+7.43,70.7,+.050,-5.84,-5.87,Belmont,2021
180,-0.73,67.3,+.036,+0.58,-8.84,East Carolina,2023
177,-0.64,64.8,+.099,-0.90,-1.77,Old Dominion,2023
24,+17.94,68.8,+.027,+7.30,-2.67,Miami FL,2023
59,+12.86,67.3,+.031,+5.10,-2.73,Pittsburgh,2023
49,+14.11,65.9,-.120,+11.18,-2.53,Ohio St.,2023
97,+8.64,68.3,-.068,+10.58,-4.78,Pittsburgh,2021
58,+13.06,66.2,-.057,+10.12,+2.49,Seton Hall,2023
290,-9.98,66.3,+.065,+2.53,+6.67,New Mexico St.,2024
233,-5.86,70.3,+.071,-0.70,+4.63,Cal St. Northridge,2020
280,-9.18,70.8,-.008,-7.36,+7.68,Southern,2023
259,-8.79,70.1,+.059,+1.03,+3.97,Cal St. Northridge,2021
11,+21.90,72.0,+.027,+8.32,+3.12,Arizona,2023
334,-17.25,73.7,+.020,+0.01,-2.59,The Citadel,2020
353,-25.23,71.6,-.109,-4.49,+2.06,South Carolina St.,2021
262,-8.05,68.6,+.067,-3.25,+3.49,USC Upstate,2022
139,+2.45,63.7,+.087,-2.70,-3.76,Southern Illinois,2023
261,-8.00,67.9,+.006,-4.20,-4.20,UC San Diego,2022
16,+21.85,67.2,+.049,+15.20,+3.72,Oregon,2021
42,+16.75,68.6,+.029,+12.94,+2.09,Syracuse,2021
154,+1.05,67.6,+.069,+3.79,-7.17,Georgia,2023
278,-8.54,66.9,+.026,-3.10,+5.19,Canisius,2024
27,+16.61,66.7,-.019,+12.15,+6.27,Michigan,2022
55,+13.26,68.1,+.047,+8.40,+0.78,Arizona St.,2023
344,-18.66,69.9,-.055,-2.18,+3.56,Nebraska Omaha,2022
5,+26.61,69.3,-.026,+13.35,+8.97,Tennessee,2024
261,-8.95,64.4,-.052,+0.81,+11.46,Tarleton St.,2021
133,+3.40,68.1,-.022,+0.20,+2.25,Arkansas St.,2024
