rank,netrtg,adjt,luck,sos,sos_ooc,team,year
284,-8.98,66.3,+.070,-3.78,-4.03,Binghamton,2024
87,+9.26,68.2,+.049,+0.97,-4.18,South Florida,2024
6,+30.34,75.3,+.036,+20.14,+12.62,Alabama,2025
96,+6.93,66.5,-.097,+9.70,-0.65,Providence,2025
216,-4.20,73.0,+.066,-6.29,+3.03,Tennessee Martin,2024
119,+3.98,68.5,+.074,+2.67,+2.97,Middle Tennessee,2025
176,-0.49,66.8,+.128,-10.02,-4.18,Norfolk St.,2022
65,+12.17,67.1,-.037,+12.81,-1.18,Kansas St.,2025
363,-25.94,71.6,-.074,-8.48,+7.17,Arkansas Pine Bluff,2025
23,+23.22,64.6,-.046,+8.32,+3.67,Clemson,2025
310,-12.97,69.6,-.042,-5.44,+4.80,McNeese St.,2022
173,-0.68,68.9,+.017,-0.30,-2.21,Temple,2025
110,+4.43,67.7,-.038,+6.59,-1.59,California,2025
180,-1.93,66.5,+.037,+1.38,+7.12,Texas St.,2024
293,-11.03,71.0,-.007,-2.17,+0.50,Southern Miss,2025
260,-7.96,68.3,+.014,-7.25,-2.88,Iona,2025
214,-3.22,63.6,+.015,+6.59,-7.14,Oregon St.,2023
313,-13.20,66.4,+.085,-2.18,+1.59,Louisiana,2025
219,-4.60,66.2,+.004,-7.22,-4.05,Maine,2025
78,+9.76,64.0,-.093,+5.22,+2.00,Nevada,2025
72,+11.13,67.7,-.090,+3.47,+0.33,SMU,2024
28,+21.73,69.1,+.054,+10.57,+7.18,Louisville,2025
72,+11.18,67.3,+.088,+8.52,-1.92,Wake Forest,2025
346,-18.14,60.5,+.061,-10.41,-2.10,Wagner,2025
111,+4.30,66.7,+.030,-2.15,+2.09,Kent St.,2025
186,-2.23,67.1,+.011,-3.36,-0.53,Southeastern Louisiana,2025
362,-24.40,68.5,-.024,-3.35,+8.36,Chicago St.,2025
27,+17.40,65.8,-.019,+8.52,+0.53,Kentucky,2023
39,+16.47,67.5,-.073,+9.25,-4.17,Cincinnati,2024
101,+7.52,70.3,+.047,-1.68,-0.38,Charleston,2024
122,+3.83,67.4,-.039,+8.74,-9.46,DePaul,2025
74,+10.83,61.8,-.102,+5.86,+4.24,North Texas,2024
41,+17.78,72.5,-.002,+7.33,+5.42,New Mexico,2025
100,+8.54,67.2,+.053,+12.76,+24.70,UCF,2021
176,-1.11,66.8,+.039,-1.17,-5.48,East Carolina,2025
140,+2.83,71.2,-.057,+8.56,-3.49,Nebraska,2022
18,+23.66,66.8,+.001,+16.52,+7.67,Texas A&M,2025
4,+35.05,68.2,+.026,+19.63,+10.51,Auburn,2025
139,+2.45,63.7,+.087,-2.70,-3.76,Southern Illinois,2023
260,-7.96,68.3,+.014,-7.25,-2.88,Iona,2025
57,+14.39,68.6,-.057,+12.67,-1.97,USC,2025
71,+11.44,67.0,-.017,+9.16,-0.74,Boston College,2024
33,+20.02,68.3,-.002,+15.11,+0.65,Mississippi St.,2025
234,-5.63,70.6,+.007,-2.95,-0.09,UT Rio Grande Valley,2025
6,+30.34,75.3,+.036,+20.14,+12.62,Alabama,2025
84,+9.13,70.2,-.052,-1.63,+1.02,Arkansas St.,2025
297,-11.44,71.3,-.074,+0.76,-4.45,San Diego,2025
210,-3.90,69.2,+.002,-4.09,-4.07,Longwood,2025
239,-5.77,66.3,+.111,-3.03,-4.61,Siena,2022
154,+1.12,68.1,-.037,+3.51,+1.48,Wichita St.,2024
54,+15.10,71.0,+.085,+6.51,+15.73,Memphis,2025
185,-2.23,64.8,-.027,+4.76,-3.15,Wyoming,2025
28,+21.73,69.1,+.054,+10.57,+7.18,Louisville,2025
65,+12.17,67.1,-.037,+12.81,-1.18,Kansas St.,2025
180,-1.93,66.5,+.037,+1.38,+7.12,Texas St.,2024
236,-5.57,67.4,+.042,-3.66,-4.16,Western Carolina,2023
329,-14.84,63.4,-.048,-4.90,-6.04,Coastal Carolina,2025
148,+1.07,65.7,-.001,-2.82,-8.74,UC Santa Barbara,2025
103,+6.23,73.0,+.076,+1.58,-8.21,Tulane,2023
118,+4.03,71.1,+.019,-1.91,-0.26,Samford,2025
52,+14.84,68.5,+.023,+0.17,-1.67,Grand Canyon,2024
344,-18.10,67.9,-.028,-3.42,-3.64,Louisiana Monroe,2025
260,-7.96,68.3,+.014,-7.25,-2.88,Iona,2025
73,+11.03,68.9,-.027,+15.66,+8.13,Arizona St.,2025
201,-3.19,68.4,+.123,-3.40,-0.76,UNC Asheville,2025
46,+16.98,67.8,+.017,+12.81,-2.92,Nebraska,2025
55,+14.86,66.1,-.055,+11.16,-4.92,Cincinnati,2025
140,+2.42,65.0,-.034,+0.88,-1.65,Davidson,2023
326,-15.12,65.4,+.090,-5.21,-3.65,Eastern Michigan,2024
164,-0.02,65.3,+.030,+6.80,-1.29,Virginia Tech,2025
254,-7.62,67.0,-.021,+1.40,+0.70,Evansville,2025
173,-0.91,74.2,+.066,-1.60,+3.72,Bryant,2024
122,+3.83,67.4,-.039,+8.74,-9.46,DePaul,2025
277,-9.37,67.4,+.115,-4.05,-3.01,Eastern Michigan,2025
9,+27.92,66.1,-.037,+12.19,-4.68,Texas Tech,2025
338,-16.99,70.6,+.011,+0.15,+6.90,Western Carolina,2025
229,-5.23,68.8,+.046,+1.66,-1.43,La Salle,2025
136,+2.51,68.9,+.034,+1.84,+1.02,Wichita St.,2025
113,+4.24,66.9,-.003,-5.46,-3.01,North Alabama,2025
21,+19.41,69.3,-.068,+11.19,+1.64,St. John's,2024
218,-4.57,63.8,-.047,-3.24,+1.85,Hofstra,2025
145,+1.79,66.7,-.137,+9.94,-1.29,Missouri,2024
142,+1.89,65.3,-.069,-3.36,-3.63,East Tennessee St.,2025
8,+26.47,67.2,+.002,+10.43,-7.05,Iowa St.,2024
90,+8.49,68.5,-.029,+6.72,-11.49,Georgetown,2025
326,-15.12,65.4,+.090,-5.21,-3.65,Eastern Michigan,2024
187,-2.24,67.8,+.019,-3.42,+4.41,Eastern Kentucky,2025
,,,,,,St. Francis PA,2025
246,-6.55,68.5,+.021,-4.77,+16.15,Jackson St.,2025
106,+5.02,61.3,+.016,+8.44,+0.81,Virginia,2025
95,+8.26,69.9,-.019,+8.85,-1.46,LSU,2024
35,+16.22,69.5,-.053,+8.80,-6.42,Illinois,2023
54,+15.10,71.0,+.085,+6.51,+15.73,Memphis,2025
239,-5.57,67.8,+.048,-5.56,-5.50,Bowling Green,2024
38,+18.57,66.7,-.002,+14.18,-5.76,Georgia,2025
67,+11.95,72.2,+.047,+12.27,-1.17,UCF,2025
241,-5.63,63.9,-.054,-2.49,+4.75,Florida Gulf Coast,2024
179,-1.86,63.8,+.021,+1.13,-4.00,Illinois St.,2024
80,+9.37,63.9,-.045,+1.40,-4.42,Oregon St.,2025
35,+15.56,70.6,-.001,+4.30,-9.39,Wake Forest,2022
191,-2.39,70.1,-.051,+1.44,+1.68,UTSA,2025
63,+13.50,66.5,-.068,+8.60,+3.76,Pittsburgh,2025
190,-2.39,68.1,-.025,+1.55,+2.27,Southern Illinois,2025
146,+1.09,69.2,+.086,-5.38,-3.21,Miami OH,2025
120,+3.86,70.8,+.062,+4.34,+2.66,Washington St.,2025
94,+8.33,65.8,-.072,-0.24,+3.95,Louisiana Tech,2024
325,-14.52,64.9,-.010,-4.77,+13.29,Alcorn St.,2025
332,-16.76,65.7,-.039,-5.13,+2.62,Tennessee Tech,2024
92,+8.58,68.3,-.063,+0.59,-5.40,Massachusetts,2024
215,-4.29,65.7,-.003,-2.70,-0.06,Hampton,2025
106,+6.49,67.8,+.102,+4.78,+1.94,UAB,2024
113,+4.24,66.9,-.003,-5.46,-3.01,North Alabama,2025
222,-4.74,70.5,-.050,+0.32,-3.72,Massachusetts,2025
337,-17.47,68.1,-.016,-3.60,+3.08,Manhattan,2024
286,-10.45,69.2,+.119,-5.52,+9.07,Bethune Cookman,2025
141,+2.11,68.9,+.004,-2.81,+2.43,Milwaukee,2025
21,+23.45,70.1,+.072,+16.57,+3.95,Michigan,2025
310,-12.29,67.2,-.009,-5.62,+11.92,Alabama St.,2024
68,+11.80,60.1,+.108,+9.07,-1.09,Virginia,2024
54,+15.10,71.0,+.085,+6.51,+15.73,Memphis,2025
87,+8.83,69.5,+.035,-3.09,-1.43,Toledo,2023
43,+17.19,69.2,-.016,+10.29,-1.10,Xavier,2025
288,-10.58,65.7,+.025,+1.23,+7.26,Tarleton St.,2025
289,-9.74,64.8,-.020,-4.85,-8.23,Illinois St.,2023
228,-5.16,67.8,-.035,-1.55,-0.16,UT Arlington,2025
360,-23.36,71.2,-.022,-9.57,+1.93,Alabama A&M,2025
97,+8.09,63.8,-.033,+2.26,-3.27,George Mason,2024
120,+3.97,69.0,+.060,+0.21,+5.38,Hofstra,2022
5,+30.93,63.7,+.029,+16.80,-1.04,Tennessee,2025
302,-10.94,67.4,-.055,-8.72,-0.97,Le Moyne,2024
31,+17.32,66.8,+.034,+10.24,-2.63,Texas Tech,2024
277,-9.37,67.4,+.115,-4.05,-3.01,Eastern Michigan,2025
123,+3.82,64.8,+.047,+0.84,-4.46,St. Bonaventure,2025
145,+2.22,66.1,+.115,-7.31,-7.20,Longwood,2022
24,+22.94,68.6,-.034,+15.79,+8.86,Kansas,2025
332,-16.76,65.7,-.039,-5.13,+2.62,Tennessee Tech,2024
259,-7.94,70.8,-.008,+5.67,-2.37,Fresno St.,2025
332,-16.76,65.7,-.039,-5.13,+2.62,Tennessee Tech,2024
151,+0.62,63.0,+.059,-2.13,+1.51,Radford,2025
100,+7.30,68.5,+.025,-0.51,+0.48,Louisiana Tech,2022
206,-3.85,68.8,-.001,+3.49,+0.62,Rhode Island,2024
21,+18.51,70.1,+.035,+10.35,-3.05,Kansas St.,2023
286,-10.45,69.2,+.119,-5.52,+9.07,Bethune Cookman,2025
140,+2.42,65.0,-.034,+0.88,-1.65,Davidson,2023
122,+3.83,67.4,-.039,+8.74,-9.46,DePaul,2025
122,+3.83,67.4,-.039,+8.74,-9.46,DePaul,2025
72,+11.18,67.3,+.088,+8.52,-1.92,Wake Forest,2025
224,-4.76,65.0,-.017,-4.64,-5.26,Incarnate Word,2025
86,+9.05,69.4,-.012,+5.12,-2.32,Wake Forest,2023
142,+1.89,65.3,-.069,-3.36,-3.63,East Tennessee St.,2025
345,-17.04,71.5,-.045,-2.56,+3.87,South Carolina St.,2023
190,-2.39,68.1,-.025,+1.55,+2.27,Southern Illinois,2025
142,+2.27,67.6,+.066,-0.20,+2.82,Sam Houston St.,2024
22,+23.34,68.1,+.013,+16.98,-0.55,Mississippi,2025
97,+6.91,72.0,+.078,+11.49,-3.07,Oklahoma St.,2025
18,+19.96,69.2,-.048,+9.21,-5.67,BYU,2024
16,+20.13,70.2,+.072,+9.90,+3.79,North Carolina,2022
216,-3.29,65.7,+.030,+8.56,-7.80,Minnesota,2023
302,-12.13,67.5,+.040,-0.23,+4.26,Charleston Southern,2025
56,+14.17,71.2,-.060,+13.22,+4.87,Xavier,2024
120,+4.65,62.5,+.046,+2.60,+2.60,Charlotte,2024
196,-2.84,68.5,-.047,+0.37,-5.47,South Florida,2025
328,-15.18,66.7,+.075,-0.21,+3.90,Little Rock,2022
293,-11.03,71.0,-.007,-2.17,+0.50,Southern Miss,2025
156,+1.20,68.0,-.021,+6.42,-6.33,Georgia Tech,2022
48,+15.41,70.0,-.024,+10.29,+5.52,Utah,2024
14,+26.06,70.0,-.017,+9.16,-0.20,St. John's,2025
260,-7.96,68.3,+.014,-7.25,-2.88,Iona,2025
234,-5.63,70.6,+.007,-2.95,-0.09,UT Rio Grande Valley,2025
131,+3.02,70.5,+.035,+3.02,+3.13,Kennesaw St.,2025
89,+9.08,66.8,+.043,+3.37,-3.01,Richmond,2024
272,-9.06,65.0,-.006,-2.16,+5.12,Houston Christian,2025
66,+11.83,68.7,-.072,+9.02,-5.96,UCF,2024
275,-9.20,67.7,+.018,-7.57,-4.73,Albany,2025
143,+1.84,64.0,-.016,-2.28,+1.12,UNC Greensboro,2025
229,-5.23,68.8,+.046,+1.66,-1.43,La Salle,2025
108,+5.87,70.8,+.046,+9.60,+2.08,Arkansas,2024
293,-11.03,71.0,-.007,-2.17,+0.50,Southern Miss,2025
188,-2.26,65.5,-.084,-2.13,-7.85,Rice,2025
4,+27.99,70.0,-.080,+9.49,+1.47,Auburn,2024
329,-14.84,63.4,-.048,-4.90,-6.04,Coastal Carolina,2025
334,-16.01,66.2,+.070,-6.52,-3.16,Fairfield,2025
151,+1.14,65.7,+.027,+5.91,-6.56,LSU,2023
250,-6.98,67.2,+.070,-0.01,+1.74,UC Davis,2025
85,+9.07,68.2,-.070,+0.51,-4.33,Saint Joseph's,2025
81,+9.26,66.3,+.029,+5.38,-4.04,Stanford,2025
133,+3.40,68.1,-.022,+0.20,+2.25,Arkansas St.,2024
289,-10.68,68.9,+.004,-6.37,-6.78,Bowling Green,2025
308,-12.56,64.3,-.071,+0.53,+1.95,Long Beach St.,2025
261,-7.33,67.5,+.068,-5.52,+14.75,Southern,2024
153,+0.48,70.2,+.141,-2.80,+0.01,Charleston,2025
246,-6.47,72.6,+.070,-0.27,-5.28,UT Rio Grande Valley,2023
361,-24.40,68.0,+.033,-4.43,+4.13,Coppin St.,2025
264,-8.22,69.2,-.011,-2.36,-0.06,Gardner Webb,2025
38,+18.57,66.7,-.002,+14.18,-5.76,Georgia,2025
57,+14.39,68.6,-.057,+12.67,-1.97,USC,2025
93,+8.38,68.7,+.056,+3.03,-3.50,Loyola Chicago,2024
224,-4.23,68.6,-.030,+2.23,-3.01,San Diego,2023
148,+1.07,65.7,-.001,-2.82,-8.74,UC Santa Barbara,2025
55,+13.26,68.1,+.047,+8.40,+0.78,Arizona St.,2023
31,+17.32,66.8,+.034,+10.24,-2.63,Texas Tech,2024
224,-4.23,68.6,-.030,+2.23,-3.01,San Diego,2023
15,+20.88,63.8,-.043,+10.68,-8.15,Texas,2022
270,-8.54,63.3,-.103,+7.93,+0.86,California,2023
308,-12.56,64.3,-.071,+0.53,+1.95,Long Beach St.,2025
287,-9.89,70.1,-.086,-0.18,+1.58,Old Dominion,2024
241,-6.26,67.9,-.002,-8.46,-5.94,Manhattan,2025
48,+16.23,69.5,+.010,+13.38,-6.82,Vanderbilt,2025
94,+8.33,65.8,-.072,-0.24,+3.95,Louisiana Tech,2024
104,+6.21,69.6,-.021,-0.92,+2.85,UC Irvine,2023
162,+0.18,69.0,+.028,+2.31,+0.59,UTEP,2025
205,-3.49,68.2,-.001,+0.52,-4.25,Valparaiso,2025
282,-9.34,65.9,-.024,+0.59,+0.30,Louisiana Monroe,2023
309,-11.41,66.3,+.055,-10.83,+1.24,Merrimack,2023
233,-5.36,66.6,-.108,+8.12,+1.69,Oregon St.,2022
61,+14.00,67.6,+.092,+6.11,+0.68,Utah St.,2025
61,+14.00,67.6,+.092,+6.11,+0.68,Utah St.,2025
153,+0.48,70.2,+.141,-2.80,+0.01,Charleston,2025
239,-6.08,64.0,-.104,+1.18,-0.13,Missouri St.,2025
316,-13.11,64.9,-.058,-0.26,+8.48,Bellarmine,2024
292,-10.00,61.6,+.043,-7.47,-1.22,Wagner,2024
157,+1.18,66.5,-.040,-4.21,-1.69,South Alabama,2022
234,-5.43,66.3,+.101,-3.56,+9.64,Nicholls St.,2024
228,-5.16,67.8,-.035,-1.55,-0.16,UT Arlington,2025
116,+5.15,64.3,+.043,-5.27,+7.73,Morehead St.,2024
55,+14.86,66.1,-.055,+11.16,-4.92,Cincinnati,2025
349,-18.65,66.6,+.036,-3.09,+2.28,Central Arkansas,2025
181,-2.00,66.9,+.018,+5.19,-6.70,Boston College,2025
231,-5.44,68.7,+.053,-7.80,+11.88,Southern,2025
329,-14.48,65.2,-.002,-2.16,-3.33,Cal St. Northridge,2023
134,+2.82,65.1,-.037,+2.25,+1.68,New Mexico St.,2025
324,-14.41,67.0,+.015,-6.96,-0.49,North Carolina Central,2025
120,+4.65,62.5,+.046,+2.60,+2.60,Charlotte,2024
11,+26.65,68.8,-.051,+12.83,-1.14,Iowa St.,2025
110,+4.43,67.7,-.038,+6.59,-1.59,California,2025
61,+12.60,68.6,-.027,+11.83,+2.05,Butler,2024
104,+5.79,67.9,+.011,+13.62,-4.30,Washington,2025
174,-0.97,67.1,+.028,-0.06,+0.97,East Tennessee St.,2024
187,-2.24,67.8,+.019,-3.42,+4.41,Eastern Kentucky,2025
315,-13.03,67.0,+.044,+0.48,+6.55,Charleston Southern,2024
67,+11.80,65.9,+.032,-6.38,+4.47,McNeese St.,2024
239,-5.57,67.8,+.048,-5.56,-5.50,Bowling Green,2024
133,+2.90,68.1,+.077,-5.15,-8.52,Robert Morris,2025
36,+19.33,69.4,-.007,+15.21,-2.61,Arkansas,2025
88,+8.72,68.2,-.062,+14.03,-7.01,LSU,2025
153,+0.48,70.2,+.141,-2.80,+0.01,Charleston,2025
77,+10.49,69.8,-.059,+9.52,-3.95,Penn St.,2024
63,+12.73,67.1,-.080,+9.34,-7.27,Texas Tech,2023
82,+9.15,66.5,+.015,-4.82,-5.75,High Point,2025
187,-1.16,69.1,-.088,+3.66,+3.92,New Mexico St.,2023
363,-25.94,71.6,-.074,-8.48,+7.17,Arkansas Pine Bluff,2025
197,-2.78,67.5,+.033,-3.43,-1.07,Cleveland St.,2024
268,-8.63,67.3,+.028,-1.92,+2.37,Monmouth,2025
275,-8.38,67.8,+.011,-7.02,-0.13,Howard,2024
320,-13.97,65.9,+.056,-7.65,-5.54,Binghamton,2025
187,-2.37,64.7,-.112,-0.08,-1.87,Loyola Marymount,2024
20,+23.46,65.0,-.019,+14.09,-5.15,UCLA,2025
242,-5.73,69.6,-.076,+0.89,+2.06,Southern Utah,2024
73,+11.14,61.8,-.052,+1.32,-4.07,Fresno St.,2022
169,-0.45,66.7,-.003,+4.39,-3.49,San Jose St.,2025
152,+1.13,65.2,+.133,-3.46,+3.98,UNC Wilmington,2023
235,-5.45,66.5,+.019,+0.09,+5.30,Cal St. Fullerton,2024
282,-10.21,66.2,+.033,-3.88,-2.88,Old Dominion,2025
332,-15.72,69.1,-.050,-0.92,+3.77,Green Bay,2025
192,-1.38,69.5,+.043,+1.40,-4.01,Pacific,2023
290,-10.70,68.0,-.008,-3.47,-0.03,Western Michigan,2025
249,-6.89,69.6,+.064,-4.86,-3.11,Georgia Southern,2025
173,-0.14,67.5,+.052,+1.82,-3.94,Western Kentucky,2023
185,-2.23,64.8,-.027,+4.76,-3.15,Wyoming,2025
192,-2.50,66.7,-.021,+9.93,-7.21,Georgetown,2024
125,+3.63,65.5,-.079,+6.80,-5.22,N.C. State,2025
175,-1.05,67.8,-.040,+4.06,+7.21,Sam Houston St.,2025
162,-0.10,67.7,+.000,+1.87,+7.07,Utah Valley,2024
61,+14.00,67.6,+.092,+6.11,+0.68,Utah St.,2025
202,-2.19,65.9,-.001,-5.04,-2.15,St. Thomas,2023
178,-1.63,66.5,+.071,-6.42,+2.92,Norfolk St.,2025
58,+13.06,66.2,-.057,+10.12,+2.49,Seton Hall,2023
22,+23.34,68.1,+.013,+16.98,-0.55,Mississippi,2025
27,+21.85,68.1,+.063,+15.19,+3.98,Oregon,2025
62,+13.56,69.8,-.037,+13.06,-8.36,Iowa,2025
157,+0.35,70.6,+.016,-1.16,-6.64,Rhode Island,2025
136,+3.08,63.8,+.114,-3.17,-1.68,Texas St.,2022
325,-14.89,67.5,-.093,-5.47,+2.72,Northwestern St.,2024
278,-9.53,70.1,-.049,-7.20,+12.38,Texas Southern,2025
65,+12.17,67.1,-.037,+12.81,-1.18,Kansas St.,2025
52,+14.84,68.5,+.023,+0.17,-1.67,Grand Canyon,2024
90,+8.27,65.3,+.059,-1.15,-0.05,Bradley,2023
114,+5.33,68.8,-.043,-3.91,-4.51,High Point,2024
40,+17.95,68.8,-.004,+14.90,-5.33,Oklahoma,2025
103,+5.87,68.9,-.001,+6.07,-8.11,Georgia Tech,2025
247,-6.62,63.9,-.026,+1.95,-2.98,Richmond,2025
112,+5.38,71.1,+.018,+1.95,+9.23,UT Arlington,2024
354,-20.70,68.8,+.004,-7.34,+0.28,Le Moyne,2025
281,-9.28,66.9,-.077,-1.68,-5.29,Georgia St.,2023
267,-8.54,66.4,-.044,-1.33,-9.34,Tulsa,2025
50,+15.03,66.8,+.087,+10.10,-1.47,Seton Hall,2024
49,+16.04,66.0,+.001,+6.60,+1.51,Boise St.,2025
347,-18.18,66.4,-.109,-4.32,-1.32,Bellarmine,2025
246,-6.55,68.5,+.021,-4.77,+16.15,Jackson St.,2025
211,-4.00,66.2,-.059,-3.98,+2.17,Idaho St.,2025
356,-21.72,67.6,+.019,-6.17,-3.51,New Hampshire,2025
133,+3.40,68.1,-.022,+0.20,+2.25,Arkansas St.,2024
174,-0.48,69.5,+.023,-6.01,-0.42,Weber St.,2022
24,+17.23,69.9,-.028,+7.43,+4.46,Memphis,2022
208,-2.48,71.9,+.004,-4.36,+1.98,Bryant,2023
123,+4.45,67.6,+.072,+11.25,+4.66,Georgia Tech,2024
160,+0.24,65.1,+.069,-1.22,+3.73,James Madison,2025
54,+14.40,63.2,+.144,+7.94,-5.83,South Carolina,2024
154,+0.45,65.6,+.035,-3.57,+0.38,Cleveland St.,2025
24,+19.03,67.6,+.014,+9.34,-1.47,Colorado,2024
115,+4.22,68.4,+.026,+8.42,+2.58,Syracuse,2025
160,+0.24,65.1,+.069,-1.22,+3.73,James Madison,2025
143,+2.18,64.1,-.083,+5.71,+0.48,Fresno St.,2023
53,+15.11,64.3,+.023,+13.19,+0.98,West Virginia,2025
134,+2.82,65.1,-.037,+2.25,+1.68,New Mexico St.,2025
8,+23.02,70.3,+.080,+8.26,+7.81,Gonzaga,2023
28,+17.89,68.5,-.100,+9.00,-1.85,Wake Forest,2024
134,+3.02,69.0,-.022,-4.17,+1.16,Youngstown St.,2024
348,-18.24,65.8,-.020,-3.90,-1.26,Sacramento St.,2025
360,-23.36,71.2,-.022,-9.57,+1.93,Alabama A&M,2025
106,+5.02,61.3,+.016,+8.44,+0.81,Virginia,2025
236,-5.48,66.8,+.025,-5.57,-5.85,North Dakota,2024
140,+2.16,65.4,-.127,+1.44,-2.11,Duquesne,2025
272,-9.06,65.0,-.006,-2.16,+5.12,Houston Christian,2025
329,-16.03,71.3,-.001,+1.01,+0.14,UT Rio Grande Valley,2024
190,-2.39,68.1,-.025,+1.55,+2.27,Southern Illinois,2025
304,-11.06,67.6,-.022,+13.04,+1.61,DePaul,2024
284,-10.36,66.6,-.033,+2.34,-0.21,Pacific,2025
173,-0.68,68.9,+.017,-0.30,-2.21,Temple,2025
78,+10.39,66.6,-.017,+8.35,-12.77,Minnesota,2024
9,+27.92,66.1,-.037,+12.19,-4.68,Texas Tech,2025
50,+15.03,66.8,+.087,+10.10,-1.47,Seton Hall,2024
160,+0.24,65.1,+.069,-1.22,+3.73,James Madison,2025
105,+5.28,65.9,+.049,-4.06,-5.14,UNC Wilmington,2025
153,+0.48,70.2,+.141,-2.80,+0.01,Charleston,2025
215,-4.29,65.7,-.003,-2.70,-0.06,Hampton,2025
201,-3.03,64.1,+.041,-3.95,+0.54,Saint Peter's,2024
106,+5.02,61.3,+.016,+8.44,+0.81,Virginia,2025
161,+0.35,66.9,-.005,-3.40,-6.80,Longwood,2024
259,-7.09,64.8,+.139,-4.42,+15.00,Grambling St.,2024
319,-13.72,64.0,-.074,-8.01,+10.97,Grambling St.,2025
64,+12.18,66.4,-.036,+4.07,+2.72,Bradley,2024
,,,,,,Nicholls St.,2025
314,-13.00,64.0,-.004,-2.15,+2.62,Sacramento St.,2024
8,+28.01,70.5,-.082,+8.09,+8.99,Gonzaga,2025
351,-20.52,66.9,-.068,-0.36,+5.91,Detroit Mercy,2024
204,-3.42,64.7,-.042,+10.00,-2.90,Seton Hall,2025
116,+4.48,66.3,+.083,+3.71,-1.69,Temple,2022
356,-21.72,67.6,+.019,-6.17,-3.51,New Hampshire,2025
276,-9.03,65.9,+.030,-0.75,+0.72,UC San Diego,2023
134,+2.82,65.1,-.037,+2.25,+1.68,New Mexico St.,2025
183,-1.01,69.5,-.048,+5.94,+3.48,SMU,2023
188,-2.26,65.5,-.084,-2.13,-7.85,Rice,2025
237,-5.53,65.6,+.002,+5.22,-4.05,Fresno St.,2024
56,+14.74,63.4,-.066,+8.19,-6.34,Villanova,2025
32,+17.30,64.5,+.007,+6.88,+6.97,Dayton,2024
229,-5.23,68.8,+.046,+1.66,-1.43,La Salle,2025
20,+23.46,65.0,-.019,+14.09,-5.15,UCLA,2025
152,+1.13,65.2,+.133,-3.46,+3.98,UNC Wilmington,2023
220,-4.61,66.1,-.058,-4.29,-4.13,Campbell,2025
222,-4.60,70.2,+.067,-3.24,+1.23,Milwaukee,2024
319,-13.72,64.0,-.074,-8.01,+10.97,Grambling St.,2025
43,+16.04,69.8,-.049,+9.71,-8.39,TCU,2024
43,+16.04,69.8,-.049,+9.71,-8.39,TCU,2024
119,+3.98,68.5,+.074,+2.67,+2.97,Middle Tennessee,2025
274,-9.17,66.6,-.056,-6.25,-6.74,Ball St.,2025
308,-11.61,68.1,+.041,-0.15,+7.34,Northern Illinois,2024
42,+17.61,66.0,+.013,+6.55,+1.39,Colorado St.,2025
120,+3.86,70.8,+.062,+4.34,+2.66,Washington St.,2025
294,-11.10,67.1,-.011,-1.56,-1.76,Penn,2025
280,-8.63,69.0,-.048,-1.08,-0.88,Georgia Southern,2024
164,-0.21,68.2,+.083,-1.27,+3.33,UNC Asheville,2024
358,-22.62,65.8,-.113,-3.06,+10.16,Maryland Eastern Shore,2025
49,+15.19,66.5,-.024,+9.68,-1.94,Ohio St.,2024
357,-21.97,70.4,-.062,-5.29,+11.16,Prairie View A&M,2025
57,+14.15,71.8,-.021,+11.88,-1.15,Iowa,2024
76,+10.50,69.1,-.063,+10.61,-9.60,Utah,2025
222,-4.60,70.2,+.067,-3.24,+1.23,Milwaukee,2024
77,+10.49,69.8,-.059,+9.52,-3.95,Penn St.,2024
9,+27.92,66.1,-.037,+12.19,-4.68,Texas Tech,2025
5,+30.93,63.7,+.029,+16.80,-1.04,Tennessee,2025
58,+13.06,66.2,-.057,+10.12,+2.49,Seton Hall,2023
290,-9.98,66.3,+.065,+2.53,+6.67,New Mexico St.,2024
83,+9.15,62.9,+.025,+12.35,-5.97,Minnesota,2025
280,-9.18,70.8,-.008,-7.36,+7.68,Southern,2023
,,,,,,Cal St. Northridge,2025
247,-6.05,64.9,-.035,-1.31,+0.40,Cal St. Bakersfield,2024
41,+17.78,72.5,-.002,+7.33,+5.42,New Mexico,2025
148,+1.22,68.3,+.180,-4.62,-0.70,UNC Asheville,2023
262,-8.05,68.6,+.067,-3.25,+3.49,USC Upstate,2022
324,-14.41,67.0,+.015,-6.96,-0.49,North Carolina Central,2025
230,-5.10,63.7,+.070,-3.05,+1.99,Green Bay,2024
107,+4.94,67.1,+.078,+0.91,-9.03,Loyola Chicago,2025
107,+5.92,69.1,+.037,+7.35,-0.70,Washington,2023
154,+1.05,67.6,+.069,+3.79,-7.17,Georgia,2023
28,+21.73,69.1,+.054,+10.57,+7.18,Louisville,2025
83,+9.15,62.9,+.025,+12.35,-5.97,Minnesota,2025
55,+13.26,68.1,+.047,+8.40,+0.78,Arizona St.,2023
86,+8.82,66.7,+.030,+13.10,+2.81,TCU,2025
7,+28.48,67.5,-.008,+14.72,+0.27,Michigan St.,2025
58,+14.36,70.1,-.093,+10.08,-10.64,Penn St.,2025
133,+3.40,68.1,-.022,+0.20,+2.25,Arkansas St.,2024
288,-10.58,65.7,+.025,+1.23,+7.26,Tarleton St.,2025
112,+5.38,71.1,+.018,+1.95,+9.23,UT Arlington,2024
354,-20.70,68.8,+.004,-7.34,+0.28,Le Moyne,2025
